"ingredient","singnum","singredient"
"DUTASTERIDE; TAMSULOSIN HYDROCHLORIDE",2,"TAMSULOSIN HYDROCHLORIDE"
"DYCLONINE HYDROCHLORIDE",1,"DYCLONINE HYDROCHLORIDE"
"DYDROGESTERONE",1,"DYDROGESTERONE"
"DYPHYLLINE",1,"DYPHYLLINE"
"ECHOTHIOPHATE IODIDE",1,"ECHOTHIOPHATE IODIDE"
"ECONAZOLE NITRATE",1,"ECONAZOLE NITRATE"
"EDARAVONE",1,"EDARAVONE"
"EDETATE CALCIUM DISODIUM",1,"EDETATE CALCIUM DISODIUM"
"EDOXABAN TOSYLATE",1,"EDOXABAN TOSYLATE"
"EDROPHONIUM CHLORIDE",1,"EDROPHONIUM CHLORIDE"
"EFAVIRENZ",1,"EFAVIRENZ"
"EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE",1,"EFAVIRENZ"
"EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE",2,"EMTRICITABINE"
"EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE",3,"TENOFOVIR DISOPROXIL FUMARATE"
"EFINACONAZOLE",1,"EFINACONAZOLE"
"EFLORNITHINE HYDROCHLORIDE",1,"EFLORNITHINE HYDROCHLORIDE"
"ELBASVIR; GRAZOPREVIR",1,"ELBASVIR"
"ELBASVIR; GRAZOPREVIR",2,"GRAZOPREVIR"
"ELETRIPTAN HYDROBROMIDE",1,"ELETRIPTAN HYDROBROMIDE"
"ELIGLUSTAT TARTRATE",1,"ELIGLUSTAT TARTRATE"
"ELTROMBOPAG OLAMINE",1,"ELTROMBOPAG OLAMINE"
"ELUXADOLINE",1,"ELUXADOLINE"
"ELVITEGRAVIR",1,"ELVITEGRAVIR"
"EMEDASTINE DIFUMARATE",1,"EMEDASTINE DIFUMARATE"
"EMPAGLIFLOZIN",1,"EMPAGLIFLOZIN"
"EMPAGLIFLOZIN; LINAGLIPTIN",1,"EMPAGLIFLOZIN"
"EMPAGLIFLOZIN; LINAGLIPTIN",2,"LINAGLIPTIN"
"EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE",1,"EMPAGLIFLOZIN"
"EMPAGLIFLOZIN; METFORMIN HYDROCHLORIDE",2,"METFORMIN HYDROCHLORIDE"
"EMTRICITABINE",1,"EMTRICITABINE"
"EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE",1,"EMTRICITABINE"
"EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE",2,"RILPIVIRINE HYDROCHLORIDE"
"EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR ALAFENAMIDE FUMARATE",3,"TENOFOVIR ALAFENAMIDE FUMARATE"
"EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR DISOPROXIL FUMARATE",1,"EMTRICITABINE"
"EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR DISOPROXIL FUMARATE",2,"RILPIVIRINE HYDROCHLORIDE"
"EMTRICITABINE; RILPIVIRINE HYDROCHLORIDE; TENOFOVIR DISOPROXIL FUMARATE",3,"TENOFOVIR DISOPROXIL FUMARATE"
"EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE",1,"EMTRICITABINE"
"EMTRICITABINE; TENOFOVIR ALAFENAMIDE FUMARATE",2,"TENOFOVIR ALAFENAMIDE FUMARATE"
"EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE",1,"EMTRICITABINE"
"EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE",2,"TENOFOVIR DISOPROXIL FUMARATE"
"ENALAPRIL MALEATE",1,"ENALAPRIL MALEATE"
"ENALAPRIL MALEATE; FELODIPINE",1,"ENALAPRIL MALEATE"
"ENALAPRIL MALEATE; FELODIPINE",2,"FELODIPINE"
"ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE",1,"ENALAPRIL MALEATE"
"ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE",2,"HYDROCHLOROTHIAZIDE"
"ENALAPRILAT",1,"ENALAPRILAT"
"ENASIDENIB MESYLATE",1,"ENASIDENIB MESYLATE"
"ENFLURANE",1,"ENFLURANE"
"ENFUVIRTIDE",1,"ENFUVIRTIDE"
"ENOXACIN",1,"ENOXACIN"
"ENOXAPARIN SODIUM",1,"ENOXAPARIN SODIUM"
"ENTACAPONE",1,"ENTACAPONE"
"ENTECAVIR",1,"ENTECAVIR"
"ENZALUTAMIDE",1,"ENZALUTAMIDE"
"EPHEDRINE SULFATE",1,"EPHEDRINE SULFATE"
"EPINASTINE HYDROCHLORIDE",1,"EPINASTINE HYDROCHLORIDE"
"EPINEPHRINE",1,"EPINEPHRINE"
"EPINEPHRINE BITARTRATE",1,"EPINEPHRINE BITARTRATE"
"EPINEPHRINE BITARTRATE; ETIDOCAINE HYDROCHLORIDE",1,"EPINEPHRINE BITARTRATE"
"EPINEPHRINE BITARTRATE; ETIDOCAINE HYDROCHLORIDE",2,"ETIDOCAINE HYDROCHLORIDE"
"EPINEPHRINE BITARTRATE; LIDOCAINE HYDROCHLORIDE",1,"EPINEPHRINE BITARTRATE"
"EPINEPHRINE BITARTRATE; LIDOCAINE HYDROCHLORIDE",2,"LIDOCAINE HYDROCHLORIDE"
"EPINEPHRINE BITARTRATE; PRILOCAINE HYDROCHLORIDE",1,"EPINEPHRINE BITARTRATE"
"EPINEPHRINE BITARTRATE; PRILOCAINE HYDROCHLORIDE",2,"PRILOCAINE HYDROCHLORIDE"
"EPINEPHRINE; ETIDOCAINE HYDROCHLORIDE",1,"EPINEPHRINE"
"EPINEPHRINE; ETIDOCAINE HYDROCHLORIDE",2,"ETIDOCAINE HYDROCHLORIDE"
"EPINEPHRINE; LIDOCAINE HYDROCHLORIDE",1,"EPINEPHRINE"
"EPINEPHRINE; LIDOCAINE HYDROCHLORIDE",2,"LIDOCAINE HYDROCHLORIDE"
"EPINEPHRINE; PROCAINE HYDROCHLORIDE",1,"EPINEPHRINE"
"EPINEPHRINE; PROCAINE HYDROCHLORIDE",2,"PROCAINE HYDROCHLORIDE"
"EPIRUBICIN HYDROCHLORIDE",1,"EPIRUBICIN HYDROCHLORIDE"
"EPLERENONE",1,"EPLERENONE"
"EPOPROSTENOL SODIUM",1,"EPOPROSTENOL SODIUM"
"EPROSARTAN MESYLATE",1,"EPROSARTAN MESYLATE"
"EPROSARTAN MESYLATE; HYDROCHLOROTHIAZIDE",1,"EPROSARTAN MESYLATE"
"EPROSARTAN MESYLATE; HYDROCHLOROTHIAZIDE",2,"HYDROCHLOROTHIAZIDE"
"EPTIFIBATIDE",1,"EPTIFIBATIDE"
"ERGOCALCIFEROL",1,"ERGOCALCIFEROL"
"ERGOLOID MESYLATES",1,"ERGOLOID MESYLATES"
"ERGOTAMINE TARTRATE",1,"ERGOTAMINE TARTRATE"
"ERIBULIN MESYLATE",1,"ERIBULIN MESYLATE"
"ERLOTINIB HYDROCHLORIDE",1,"ERLOTINIB HYDROCHLORIDE"
"ERTAPENEM SODIUM",1,"ERTAPENEM SODIUM"
"ERYTHROMYCIN",1,"ERYTHROMYCIN"
"ERYTHROMYCIN ESTOLATE",1,"ERYTHROMYCIN ESTOLATE"
"ERYTHROMYCIN ESTOLATE; SULFISOXAZOLE ACETYL",1,"ERYTHROMYCIN ESTOLATE"
"ERYTHROMYCIN ESTOLATE; SULFISOXAZOLE ACETYL",2,"SULFISOXAZOLE ACETYL"
"ERYTHROMYCIN ETHYLSUCCINATE",1,"ERYTHROMYCIN ETHYLSUCCINATE"
"ERYTHROMYCIN ETHYLSUCCINATE; SULFISOXAZOLE ACETYL",1,"ERYTHROMYCIN ETHYLSUCCINATE"
"ERYTHROMYCIN ETHYLSUCCINATE; SULFISOXAZOLE ACETYL",2,"SULFISOXAZOLE ACETYL"
"ERYTHROMYCIN GLUCEPTATE",1,"ERYTHROMYCIN GLUCEPTATE"
"ERYTHROMYCIN LACTOBIONATE",1,"ERYTHROMYCIN LACTOBIONATE"
"ERYTHROMYCIN STEARATE",1,"ERYTHROMYCIN STEARATE"
"ESCITALOPRAM OXALATE",1,"ESCITALOPRAM OXALATE"
"ESLICARBAZEPINE ACETATE",1,"ESLICARBAZEPINE ACETATE"
"ESMOLOL HYDROCHLORIDE",1,"ESMOLOL HYDROCHLORIDE"
"ESOMEPRAZOLE MAGNESIUM",1,"ESOMEPRAZOLE MAGNESIUM"
"ESOMEPRAZOLE MAGNESIUM; NAPROXEN",1,"ESOMEPRAZOLE MAGNESIUM"
"ESOMEPRAZOLE MAGNESIUM; NAPROXEN",2,"NAPROXEN"
"ESOMEPRAZOLE SODIUM",1,"ESOMEPRAZOLE SODIUM"
"ESOMEPRAZOLE STRONTIUM",1,"ESOMEPRAZOLE STRONTIUM"
"ESTAZOLAM",1,"ESTAZOLAM"
"ESTRADIOL",1,"ESTRADIOL"
"ESTRADIOL ACETATE",1,"ESTRADIOL ACETATE"
"ESTRADIOL CYPIONATE",1,"ESTRADIOL CYPIONATE"
"ESTRADIOL CYPIONATE; MEDROXYPROGESTERONE ACETATE",1,"ESTRADIOL CYPIONATE"
"ESTRADIOL CYPIONATE; MEDROXYPROGESTERONE ACETATE",2,"MEDROXYPROGESTERONE ACETATE"
"ESTRADIOL CYPIONATE; TESTOSTERONE CYPIONATE",1,"ESTRADIOL CYPIONATE"
"ESTRADIOL CYPIONATE; TESTOSTERONE CYPIONATE",2,"TESTOSTERONE CYPIONATE"
"ESTRADIOL HEMIHYDRATE",1,"ESTRADIOL HEMIHYDRATE"
"ESTRADIOL VALERATE",1,"ESTRADIOL VALERATE"
"ESTRADIOL VALERATE; TESTOSTERONE ENANTHATE",1,"ESTRADIOL VALERATE"
"ESTRADIOL VALERATE; TESTOSTERONE ENANTHATE",2,"TESTOSTERONE ENANTHATE"
"ESTRADIOL; LEVONORGESTREL",1,"ESTRADIOL"
"ESTRADIOL; LEVONORGESTREL",2,"LEVONORGESTREL"
"ESTRADIOL; NORETHINDRONE ACETATE",1,"ESTRADIOL"
"ESTRADIOL; NORETHINDRONE ACETATE",2,"NORETHINDRONE ACETATE"
"ESTRADIOL; NORGESTIMATE",1,"ESTRADIOL"
"ESTRADIOL; NORGESTIMATE",2,"NORGESTIMATE"
"ESTRAMUSTINE PHOSPHATE SODIUM",1,"ESTRAMUSTINE PHOSPHATE SODIUM"
"ESTROGENS, CONJUGATED",1,"ESTROGENS, CONJUGATED"
"ESTROGENS, CONJUGATED SYNTHETIC A",1,"ESTROGENS, CONJUGATED SYNTHETIC A"
"ESTROGENS, CONJUGATED SYNTHETIC B",1,"ESTROGENS, CONJUGATED SYNTHETIC B"
"ESTROGENS, CONJUGATED; MEDROXYPROGESTERONE ACETATE",1,"ESTROGENS, CONJUGATED"
"ESTROGENS, CONJUGATED; MEDROXYPROGESTERONE ACETATE",2,"MEDROXYPROGESTERONE ACETATE"
"ESTROGENS, CONJUGATED; MEPROBAMATE",1,"ESTROGENS, CONJUGATED"
"ESTROGENS, CONJUGATED; MEPROBAMATE",2,"MEPROBAMATE"
"ESTROGENS, ESTERIFIED",1,"ESTROGENS, ESTERIFIED"
"ESTRONE",1,"ESTRONE"
"ESTROPIPATE",1,"ESTROPIPATE"
"ESZOPICLONE",1,"ESZOPICLONE"
"ETELCALCETIDE",1,"ETELCALCETIDE"
"ETEPLIRSEN",1,"ETEPLIRSEN"
"ETHACRYNATE SODIUM",1,"ETHACRYNATE SODIUM"
"ETHACRYNIC ACID",1,"ETHACRYNIC ACID"
"ETHAMBUTOL HYDROCHLORIDE",1,"ETHAMBUTOL HYDROCHLORIDE"
"ETHANOLAMINE OLEATE",1,"ETHANOLAMINE OLEATE"
"ETHCHLORVYNOL",1,"ETHCHLORVYNOL"
"ETHINAMATE",1,"ETHINAMATE"
"ETHINYL ESTRADIOL",1,"ETHINYL ESTRADIOL"
"ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE",1,"ETHINYL ESTRADIOL"
"ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE",2,"ETHYNODIOL DIACETATE"
"ETHINYL ESTRADIOL; ETONOGESTREL",1,"ETHINYL ESTRADIOL"
"ETHINYL ESTRADIOL; ETONOGESTREL",2,"ETONOGESTREL"
"ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE",1,"ETHINYL ESTRADIOL"
"ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE",2,"FERROUS FUMARATE"
"ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE",3,"NORETHINDRONE"
"ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE ACETATE",1,"ETHINYL ESTRADIOL"
"ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE ACETATE",2,"FERROUS FUMARATE"
"ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE ACETATE",3,"NORETHINDRONE ACETATE"
"ETHINYL ESTRADIOL; LEVONORGESTREL",1,"ETHINYL ESTRADIOL"
"ETHINYL ESTRADIOL; LEVONORGESTREL",2,"LEVONORGESTREL"
"ETHINYL ESTRADIOL; NORELGESTROMIN",1,"ETHINYL ESTRADIOL"
"ETHINYL ESTRADIOL; NORELGESTROMIN",2,"NORELGESTROMIN"
"ETHINYL ESTRADIOL; NORETHINDRONE",1,"ETHINYL ESTRADIOL"
"ETHINYL ESTRADIOL; NORETHINDRONE",2,"NORETHINDRONE"
"ETHINYL ESTRADIOL; NORETHINDRONE ACETATE",1,"ETHINYL ESTRADIOL"
"ETHINYL ESTRADIOL; NORETHINDRONE ACETATE",2,"NORETHINDRONE ACETATE"
"ETHINYL ESTRADIOL; NORGESTIMATE",1,"ETHINYL ESTRADIOL"
"ETHINYL ESTRADIOL; NORGESTIMATE",2,"NORGESTIMATE"
"ETHINYL ESTRADIOL; NORGESTREL",1,"ETHINYL ESTRADIOL"
"ETHINYL ESTRADIOL; NORGESTREL",2,"NORGESTREL"
"ETHIODIZED OIL",1,"ETHIODIZED OIL"
"ETHIONAMIDE",1,"ETHIONAMIDE"
"ETHOPROPAZINE HYDROCHLORIDE",1,"ETHOPROPAZINE HYDROCHLORIDE"
"ETHOSUXIMIDE",1,"ETHOSUXIMIDE"
"ETHOTOIN",1,"ETHOTOIN"
"ETHOXZOLAMIDE",1,"ETHOXZOLAMIDE"
"ETHYLESTRENOL",1,"ETHYLESTRENOL"
"ETHYNODIOL DIACETATE; MESTRANOL",1,"ETHYNODIOL DIACETATE"
"ETHYNODIOL DIACETATE; MESTRANOL",2,"MESTRANOL"
"ETIDOCAINE HYDROCHLORIDE",1,"ETIDOCAINE HYDROCHLORIDE"
"ETIDRONATE DISODIUM",1,"ETIDRONATE DISODIUM"
"ETODOLAC",1,"ETODOLAC"
"ETOMIDATE",1,"ETOMIDATE"
"ETONOGESTREL",1,"ETONOGESTREL"
"ETOPOSIDE",1,"ETOPOSIDE"
"ETOPOSIDE PHOSPHATE",1,"ETOPOSIDE PHOSPHATE"
"ETRAVIRINE",1,"ETRAVIRINE"
"ETRETINATE",1,"ETRETINATE"
"EVANS BLUE",1,"EVANS BLUE"
"EVEROLIMUS",1,"EVEROLIMUS"
"EXEMESTANE",1,"EXEMESTANE"
"EXENATIDE SYNTHETIC",1,"EXENATIDE SYNTHETIC"
"EZETIMIBE",1,"EZETIMIBE"
"EZETIMIBE; SIMVASTATIN",1,"EZETIMIBE"
"EZETIMIBE; SIMVASTATIN",2,"SIMVASTATIN"
"EZOGABINE",1,"EZOGABINE"
"FAMCICLOVIR",1,"FAMCICLOVIR"
"FAMOTIDINE",1,"FAMOTIDINE"
"FAMOTIDINE; IBUPROFEN",1,"FAMOTIDINE"
"FAMOTIDINE; IBUPROFEN",2,"IBUPROFEN"
"FEBUXOSTAT",1,"FEBUXOSTAT"
"FELBAMATE",1,"FELBAMATE"
"FELODIPINE",1,"FELODIPINE"
"FENOFIBRATE",1,"FENOFIBRATE"
"FENOFIBRIC ACID",1,"FENOFIBRIC ACID"
"FENOLDOPAM MESYLATE",1,"FENOLDOPAM MESYLATE"
"FENOPROFEN CALCIUM",1,"FENOPROFEN CALCIUM"
"FENTANYL",1,"FENTANYL"
"FENTANYL CITRATE",1,"FENTANYL CITRATE"
"FENTANYL HYDROCHLORIDE",1,"FENTANYL HYDROCHLORIDE"
"FERRIC AMMONIUM CITRATE",1,"FERRIC AMMONIUM CITRATE"
"FERRIC CARBOXYMALTOSE",1,"FERRIC CARBOXYMALTOSE"
"FERRIC CITRATE",1,"FERRIC CITRATE"
"FERRIC HEXACYANOFERRATE(II)",1,"FERRIC HEXACYANOFERRATE(II)"
"FERRIC PYROPHOSPHATE CITRATE",1,"FERRIC PYROPHOSPHATE CITRATE"
"FERROUS CITRATE, FE-59",1,"FERROUS CITRATE, FE-59"
"FERROUS SULFATE; FOLIC ACID",1,"FERROUS SULFATE"
"FERROUS SULFATE; FOLIC ACID",2,"FOLIC ACID"
"FERUMOXIDES",1,"FERUMOXIDES"
"FERUMOXSIL",1,"FERUMOXSIL"
"FERUMOXYTOL",1,"FERUMOXYTOL"
"FESOTERODINE FUMARATE",1,"FESOTERODINE FUMARATE"
"FEXOFENADINE HYDROCHLORIDE",1,"FEXOFENADINE HYDROCHLORIDE"
"FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE",1,"FEXOFENADINE HYDROCHLORIDE"
"FEXOFENADINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE",2,"PSEUDOEPHEDRINE HYDROCHLORIDE"
"FIBRINOGEN, I-125",1,"FIBRINOGEN, I-125"
"FIDAXOMICIN",1,"FIDAXOMICIN"
"FINAFLOXACIN",1,"FINAFLOXACIN"
"FINASTERIDE",1,"FINASTERIDE"
"FINGOLIMOD",1,"FINGOLIMOD"
"FISH OIL; MEDIUM CHAIN TRIGLYCERIDES; OLIVE OIL; SOYBEAN OIL",1,"FISH OIL"
"FISH OIL; MEDIUM CHAIN TRIGLYCERIDES; OLIVE OIL; SOYBEAN OIL",2,"MEDIUM CHAIN TRIGLYCERIDES"
"FISH OIL; MEDIUM CHAIN TRIGLYCERIDES; OLIVE OIL; SOYBEAN OIL",3,"OLIVE OIL"
"FISH OIL; MEDIUM CHAIN TRIGLYCERIDES; OLIVE OIL; SOYBEAN OIL",4,"SOYBEAN OIL"
"FLAVOXATE HYDROCHLORIDE",1,"FLAVOXATE HYDROCHLORIDE"
"FLECAINIDE ACETATE",1,"FLECAINIDE ACETATE"
"FLIBANSERIN",1,"FLIBANSERIN"
"FLORBETABEN F-18",1,"FLORBETABEN F-18"
"FLORBETAPIR F-18",1,"FLORBETAPIR F-18"
"FLOXURIDINE",1,"FLOXURIDINE"
"FLUCICLOVINE F-18",1,"FLUCICLOVINE F-18"
"FLUCONAZOLE",1,"FLUCONAZOLE"
"FLUCYTOSINE",1,"FLUCYTOSINE"
"FLUDARABINE PHOSPHATE",1,"FLUDARABINE PHOSPHATE"
"FLUDEOXYGLUCOSE F-18",1,"FLUDEOXYGLUCOSE F-18"
"FLUDROCORTISONE ACETATE",1,"FLUDROCORTISONE ACETATE"
"FLUMAZENIL",1,"FLUMAZENIL"
"FLUMETHASONE PIVALATE",1,"FLUMETHASONE PIVALATE"
"FLUNISOLIDE",1,"FLUNISOLIDE"
"FLUOCINOLONE ACETONIDE",1,"FLUOCINOLONE ACETONIDE"
"FLUOCINOLONE ACETONIDE; HYDROQUINONE; TRETINOIN",1,"FLUOCINOLONE ACETONIDE"
"FLUOCINOLONE ACETONIDE; HYDROQUINONE; TRETINOIN",2,"HYDROQUINONE"
"FLUOCINOLONE ACETONIDE; HYDROQUINONE; TRETINOIN",3,"TRETINOIN"
"FLUOCINOLONE ACETONIDE; NEOMYCIN SULFATE",1,"FLUOCINOLONE ACETONIDE"
"FLUOCINOLONE ACETONIDE; NEOMYCIN SULFATE",2,"NEOMYCIN SULFATE"
"FLUOCINONIDE",1,"FLUOCINONIDE"
"FLUORESCEIN SODIUM",1,"FLUORESCEIN SODIUM"
"FLUOROMETHOLONE",1,"FLUOROMETHOLONE"
"FLUOROMETHOLONE ACETATE",1,"FLUOROMETHOLONE ACETATE"
"FLUOROMETHOLONE ACETATE; TOBRAMYCIN",1,"FLUOROMETHOLONE ACETATE"
"FLUOROMETHOLONE ACETATE; TOBRAMYCIN",2,"TOBRAMYCIN"
"FLUOROMETHOLONE; SULFACETAMIDE SODIUM",1,"FLUOROMETHOLONE"
"FLUOROMETHOLONE; SULFACETAMIDE SODIUM",2,"SULFACETAMIDE SODIUM"
"FLUOROURACIL",1,"FLUOROURACIL"
"FLUOXETINE HYDROCHLORIDE",1,"FLUOXETINE HYDROCHLORIDE"
"FLUOXETINE HYDROCHLORIDE; OLANZAPINE",1,"FLUOXETINE HYDROCHLORIDE"
"FLUOXETINE HYDROCHLORIDE; OLANZAPINE",2,"OLANZAPINE"
"FLUOXYMESTERONE",1,"FLUOXYMESTERONE"
"FLUPHENAZINE DECANOATE",1,"FLUPHENAZINE DECANOATE"
"FLUPHENAZINE ENANTHATE",1,"FLUPHENAZINE ENANTHATE"
"FLUPHENAZINE HYDROCHLORIDE",1,"FLUPHENAZINE HYDROCHLORIDE"
"FLUPREDNISOLONE",1,"FLUPREDNISOLONE"
"FLURANDRENOLIDE",1,"FLURANDRENOLIDE"
"FLURANDRENOLIDE; NEOMYCIN SULFATE",1,"FLURANDRENOLIDE"
"FLURANDRENOLIDE; NEOMYCIN SULFATE",2,"NEOMYCIN SULFATE"
"FLURAZEPAM HYDROCHLORIDE",1,"FLURAZEPAM HYDROCHLORIDE"
"FLURBIPROFEN",1,"FLURBIPROFEN"
"FLURBIPROFEN SODIUM",1,"FLURBIPROFEN SODIUM"
"FLUTAMIDE",1,"FLUTAMIDE"
"FLUTEMETAMOL F-18",1,"FLUTEMETAMOL F-18"
"FLUTICASONE FUROATE",1,"FLUTICASONE FUROATE"
"FLUTICASONE FUROATE; UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE",1,"FLUTICASONE FUROATE"
"FLUTICASONE FUROATE; UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE",2,"UMECLIDINIUM BROMIDE"
"FLUTICASONE FUROATE; UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE",3,"VILANTEROL TRIFENATATE"
"FLUTICASONE FUROATE; VILANTEROL TRIFENATATE",1,"FLUTICASONE FUROATE"
"FLUTICASONE FUROATE; VILANTEROL TRIFENATATE",2,"VILANTEROL TRIFENATATE"
"FLUTICASONE PROPIONATE",1,"FLUTICASONE PROPIONATE"
"FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE",1,"FLUTICASONE PROPIONATE"
"FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE",2,"SALMETEROL XINAFOATE"
"FLUVASTATIN SODIUM",1,"FLUVASTATIN SODIUM"
"FLUVOXAMINE MALEATE",1,"FLUVOXAMINE MALEATE"
"FOLIC ACID",1,"FOLIC ACID"
"FOLLITROPIN ALFA/BETA",1,"FOLLITROPIN ALFA/BETA"
"FOMEPIZOLE",1,"FOMEPIZOLE"
"FOMIVIRSEN SODIUM",1,"FOMIVIRSEN SODIUM"
"FONDAPARINUX SODIUM",1,"FONDAPARINUX SODIUM"
"FORMOTEROL FUMARATE",1,"FORMOTEROL FUMARATE"
"FORMOTEROL FUMARATE; GLYCOPYRROLATE",1,"FORMOTEROL FUMARATE"
"FORMOTEROL FUMARATE; GLYCOPYRROLATE",2,"GLYCOPYRROLATE"
"FORMOTEROL FUMARATE; MOMETASONE FUROATE",1,"FORMOTEROL FUMARATE"
"FORMOTEROL FUMARATE; MOMETASONE FUROATE",2,"MOMETASONE FUROATE"
"FOSAMPRENAVIR CALCIUM",1,"FOSAMPRENAVIR CALCIUM"
"FOSAPREPITANT DIMEGLUMINE",1,"FOSAPREPITANT DIMEGLUMINE"
"FOSCARNET SODIUM",1,"FOSCARNET SODIUM"
"FOSFOMYCIN TROMETHAMINE",1,"FOSFOMYCIN TROMETHAMINE"
"FOSINOPRIL SODIUM",1,"FOSINOPRIL SODIUM"
"FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE",1,"FOSINOPRIL SODIUM"
"FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE",2,"HYDROCHLOROTHIAZIDE"
"FOSPHENYTOIN SODIUM",1,"FOSPHENYTOIN SODIUM"
"FOSPROPOFOL DISODIUM",1,"FOSPROPOFOL DISODIUM"
"FROVATRIPTAN SUCCINATE",1,"FROVATRIPTAN SUCCINATE"
"FULVESTRANT",1,"FULVESTRANT"
"FURAZOLIDONE",1,"FURAZOLIDONE"
"FUROSEMIDE",1,"FUROSEMIDE"
"GABAPENTIN",1,"GABAPENTIN"
"GABAPENTIN ENACARBIL",1,"GABAPENTIN ENACARBIL"
"GADOBENATE DIMEGLUMINE",1,"GADOBENATE DIMEGLUMINE"
"GADOBUTROL",1,"GADOBUTROL"
"GADODIAMIDE",1,"GADODIAMIDE"
"GADOFOSVESET TRISODIUM",1,"GADOFOSVESET TRISODIUM"
"GADOPENTETATE DIMEGLUMINE",1,"GADOPENTETATE DIMEGLUMINE"
"GADOTERATE MEGLUMINE",1,"GADOTERATE MEGLUMINE"
"GADOTERIDOL",1,"GADOTERIDOL"
"GADOVERSETAMIDE",1,"GADOVERSETAMIDE"
"GADOXETATE DISODIUM",1,"GADOXETATE DISODIUM"
"GALANTAMINE HYDROBROMIDE",1,"GALANTAMINE HYDROBROMIDE"
"GALLAMINE TRIETHIODIDE",1,"GALLAMINE TRIETHIODIDE"
"GALLIUM CITRATE GA-67",1,"GALLIUM CITRATE GA-67"
"GALLIUM DOTATATE GA-68",1,"GALLIUM DOTATATE GA-68"
"GALLIUM NITRATE",1,"GALLIUM NITRATE"
"GANCICLOVIR",1,"GANCICLOVIR"
"GANCICLOVIR SODIUM",1,"GANCICLOVIR SODIUM"
"GANIRELIX ACETATE",1,"GANIRELIX ACETATE"
"GATIFLOXACIN",1,"GATIFLOXACIN"
"GEFITINIB",1,"GEFITINIB"
"GEMCITABINE HYDROCHLORIDE",1,"GEMCITABINE HYDROCHLORIDE"
"GEMFIBROZIL",1,"GEMFIBROZIL"
"GEMIFLOXACIN MESYLATE",1,"GEMIFLOXACIN MESYLATE"
"GEMTUZUMAB OZOGAMICIN",1,"GEMTUZUMAB OZOGAMICIN"
"GENTAMICIN SULFATE",1,"GENTAMICIN SULFATE"
"GENTAMICIN SULFATE; PREDNISOLONE ACETATE",1,"GENTAMICIN SULFATE"
"GENTAMICIN SULFATE; PREDNISOLONE ACETATE",2,"PREDNISOLONE ACETATE"
"GENTIAN VIOLET",1,"GENTIAN VIOLET"
"GLATIRAMER ACETATE",1,"GLATIRAMER ACETATE"
"GLECAPREVIR; PIBRENTASVIR",1,"GLECAPREVIR"
"GLECAPREVIR; PIBRENTASVIR",2,"PIBRENTASVIR"
"GLIMEPIRIDE",1,"GLIMEPIRIDE"
"GLIMEPIRIDE; PIOGLITAZONE HYDROCHLORIDE",1,"GLIMEPIRIDE"
"GLIMEPIRIDE; PIOGLITAZONE HYDROCHLORIDE",2,"PIOGLITAZONE HYDROCHLORIDE"
"GLIMEPIRIDE; ROSIGLITAZONE MALEATE",1,"GLIMEPIRIDE"
"GLIMEPIRIDE; ROSIGLITAZONE MALEATE",2,"ROSIGLITAZONE MALEATE"
"GLIPIZIDE",1,"GLIPIZIDE"
"GLIPIZIDE; METFORMIN HYDROCHLORIDE",1,"GLIPIZIDE"
